sectors_count,sectors_above_50,average_best_accuracy,weighted_best_accuracy,total_active_signals,correct_signals,min_sector_accuracy,max_sector_accuracy,best_indicators_by_sector
4,3,57.52164502164502,57.28155339805825,103,59,50.0,71.42857142857143,Energi: MA Crossover; Finansial: RSI; Industri: MA Crossover; Teknologi: MA Crossover
